id,category,sub_category,name,district,address,lat,lng,google_coordinates,phone,business_hours,description,tags,google_map_url,notes,google_matched_name
MOOVO-YL-096,MOOVO自行車租借站,觀光休閒,丸莊醬油觀光工廠,西螺鎮,延平路丸莊醬油博物館前,23.8024272,120.4637897,"23.8024272, 120.4637897",0809-099-002,24小時營運,西螺鎮重要MOOVO租借點，位於丸莊醬油觀光工廠，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.8024272,120.4637897",,丸莊醬油觀光工廠
MOOVO-YL-097,MOOVO自行車租借站,宗教社區,西螺吳厝朝興宮,西螺鎮,吳厝里朝興宮前廣場,23.7455564,120.4234888,"23.7455564, 120.4234888",0809-099-002,24小時營運,西螺鎮重要MOOVO租借點，位於西螺吳厝朝興宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.7455564,120.4234888",,西螺吳厝朝興宮（吳厝媽祖）
MOOVO-YL-098,MOOVO自行車租借站,宗教社區,北港武德宮(五路財神祖廟),北港鎮,華勝路330號（武德宮大門廣場旁）,23.5810284,120.2991433,"23.5810284, 120.2991433",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港武德宮(五路財神祖廟)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.5810284,120.2991433",,北港武德宮
MOOVO-YL-099,MOOVO自行車租借站,宗教社區,北港朝天宮 / 廟前商圈,北港鎮,中山路朝天宮老街入口旁,23.5681177,120.3046998,"23.5681177, 120.3046998",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港朝天宮 / 廟前商圈，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.5681177,120.3046998",,北港朝天宮
MOOVO-YL-100,MOOVO自行車租借站,觀光休閒,北港觀光大橋 / 遊客中心,北港鎮,中山路底觀光大橋引道旁,23.5620759,120.3035371,"23.5620759, 120.3035371",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港觀光大橋 / 遊客中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.5620759,120.3035371",,北港觀光大橋
MOOVO-YL-101,MOOVO自行車租借站,觀光休閒,水道頭文化園區,北港鎮,民生路十角水塔旁,23.5644195,120.3055976,"23.5644195, 120.3055976",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於水道頭文化園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.5644195,120.3055976",,北港水道頭文化園區
MOOVO-YL-102,MOOVO自行車租借站,學校文教,北港文化中心 / 運動公園,北港鎮,公園路66號（文化中心前庭）,23.578665,120.3014853,"23.578665, 120.3014853",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港文化中心 / 運動公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.578665,120.3014853",,651雲林縣北港鎮新街里公園路66號
MOOVO-YL-103,MOOVO自行車租借站,機關醫療,中國醫藥大學北港附設醫院(媽祖醫院),北港鎮,新德路123號（媽祖醫院大門）,23.5899938,120.30729,"23.5899938, 120.30729",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於中國醫藥大學北港附設醫院(媽祖醫院)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.5899938,120.30729",,中國醫藥大學北港附設醫院
MOOVO-YL-104,MOOVO自行車租借站,機關醫療,北港鎮公所,北港鎮,華勝路136號（公所廣場）,23.5838104,120.2994301,"23.5838104, 120.2994301",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港鎮公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.5838104,120.2994301",,全家便利商店 北港華勝店
MOOVO-YL-105,MOOVO自行車租借站,學校文教,國立北港高級中學,北港鎮,成功路1號（北港高中校門口）,23.577404,120.3044383,"23.577404, 120.3044383",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於國立北港高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.577404,120.3044383",,國立北港高級中學
MOOVO-YL-106,MOOVO自行車租借站,學校文教,國立北港高級農工職業學校,北港鎮,太平路80號（北港農工前）,23.5798652,120.3060989,"23.5798652, 120.3060989",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於國立北港高級農工職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.5798652,120.3060989",,國立北港高級農工職業學校
MOOVO-YL-107,MOOVO自行車租借站,觀光休閒,北港糖廠文創園區,北港鎮,光復路北港糖廠大門旁,23.5679669,120.2975469,"23.5679669, 120.2975469",0809-099-002,24小時營運,北港鎮重要MOOVO租借點，位於北港糖廠文創園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,北港鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.5679669,120.2975469",,北港糖廠
MOOVO-YL-108,MOOVO自行車租借站,宗教社區,土庫順天宮(塗褲媽),土庫鎮,中正路109號（順天宮媽祖廟前）,23.6764379,120.390708,"23.6764379, 120.390708",0809-099-002,24小時營運,土庫鎮重要MOOVO租借點，位於土庫順天宮(塗褲媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.6764379,120.390708",,63341雲林縣土庫鎮宮北里中正路109號
MOOVO-YL-109,MOOVO自行車租借站,機關醫療,土庫鎮公所 / 圖書館,土庫鎮,石廟里中正路1號（公所大門旁）,23.6784762,120.392216,"23.6784762, 120.392216",0809-099-002,24小時營運,土庫鎮重要MOOVO租借點，位於土庫鎮公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.6784762,120.392216",,633雲林縣土庫鎮宮北里中正路219-1號
MOOVO-YL-110,MOOVO自行車租借站,觀光休閒,土庫故事屋,土庫鎮,成功路土庫故事屋前,23.6773644,120.3930321,"23.6773644, 120.3930321",0809-099-002,24小時營運,土庫鎮重要MOOVO租借點，位於土庫故事屋，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.6773644,120.3930321",,土庫故事屋
MOOVO-YL-111,MOOVO自行車租借站,學校文教,土庫國中(印度櫻花大道),土庫鎮,馬光路土庫國中旁,23.6861952,120.3882851,"23.6861952, 120.3882851",0809-099-002,24小時營運,土庫鎮重要MOOVO租借點，位於土庫國中(印度櫻花大道)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.6861952,120.3882851",,雲林縣立土庫國民中學
MOOVO-YL-112,MOOVO自行車租借站,宗教社區,馬光順安宮,土庫鎮,馬光路馬光順安宮前,23.7056343,120.3575503,"23.7056343, 120.3575503",0809-099-002,24小時營運,土庫鎮重要MOOVO租借點，位於馬光順安宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,土庫鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.7056343,120.3575503",,馬公厝順安宮天上聖母
MOOVO-YL-113,MOOVO自行車租借站,觀光休閒,口湖遊客中心,口湖鄉,光明路163號（口湖遊客中心停車場）,23.5479337,120.1823695,"23.5479337, 120.1823695",0809-099-002,24小時營運,口湖鄉重要MOOVO租借點，位於口湖遊客中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.5479337,120.1823695",,口湖遊客中心
MOOVO-YL-114,MOOVO自行車租借站,觀光休閒,椬梧滯洪池(小日月潭),口湖鄉,椬梧滯洪池景觀環湖步道起點,23.5418746,120.1735195,"23.5418746, 120.1735195",0809-099-002,24小時營運,口湖鄉重要MOOVO租借點，位於椬梧滯洪池(小日月潭)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.5418746,120.1735195",,椬梧滯洪池
MOOVO-YL-115,MOOVO自行車租借站,機關醫療,口湖鄉公所 / 圖書館,口湖鄉,口湖路200號（公所廣場）,23.5806947,120.1866743,"23.5806947, 120.1866743",0809-099-002,24小時營運,口湖鄉重要MOOVO租借點，位於口湖鄉公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,機關醫療","https://www.google.com/maps/search/?api=1&query=23.5806947,120.1866743",,雲林縣口湖鄉立圖書館鄭豐喜紀念圖書館
MOOVO-YL-116,MOOVO自行車租借站,宗教社區,金湖萬善爺廟 / 箔仔寮,口湖鄉,港東村萬善爺廟前廣場,23.5742865,120.152279,"23.5742865, 120.152279",0809-099-002,24小時營運,口湖鄉重要MOOVO租借點，位於金湖萬善爺廟 / 箔仔寮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,口湖鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.5742865,120.152279",,金湖萬善爺廟
MOOVO-YL-117,MOOVO自行車租借站,學校文教,顏思齊故事館 / 水林公所,水林鄉,水林路顏思齊開台故事館旁,23.5706713,120.2550081,"23.5706713, 120.2550081",0809-099-002,24小時營運,水林鄉重要MOOVO租借點，位於顏思齊故事館 / 水林公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,學校文教","https://www.google.com/maps/search/?api=1&query=23.5706713,120.2550081",,水林開台第一庄
MOOVO-YL-118,MOOVO自行車租借站,宗教社區,水林通天府,水林鄉,水北村水林路通天府前廣場,23.5743824,120.2414032,"23.5743824, 120.2414032",0809-099-002,24小時營運,水林鄉重要MOOVO租借點，位於水林通天府，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.5743824,120.2414032",,水林通天府
MOOVO-YL-119,MOOVO自行車租借站,宗教社區,蕃薯厝順天宮(蕃薯寮媽),水林鄉,蕃薯村順天宮廟埕,23.5413355,120.2237749,"23.5413355, 120.2237749",0809-099-002,24小時營運,水林鄉重要MOOVO租借點，位於蕃薯厝順天宮(蕃薯寮媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,水林鄉,宗教社區","https://www.google.com/maps/search/?api=1&query=23.5413355,120.2237749",,蕃薯厝順天宮(蕃薯寮媽)
MOOVO-YL-120,MOOVO自行車租借站,觀光休閒,古坑綠色隧道公園(正門),古坑鄉,湳仔綠色隧道公園正門入口,23.659291,120.5409846,"23.659291, 120.5409846",0809-099-002,24小時營運,古坑鄉重要MOOVO租借點，位於古坑綠色隧道公園(正門)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.659291,120.5409846",,古坑綠色隧道公園
MOOVO-YL-121,MOOVO自行車租借站,觀光休閒,古坑綠色隧道公園(驛站),古坑鄉,綠色隧道鐵道市集旁,23.659291,120.5409846,"23.659291, 120.5409846",0809-099-002,24小時營運,古坑鄉重要MOOVO租借點，位於古坑綠色隧道公園(驛站)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.659291,120.5409846",,古坑綠色隧道公園
MOOVO-YL-122,MOOVO自行車租借站,機關醫療,古坑鄉公所 / 圖書館,古坑鄉,中山路180號（公所前廣場）,23.6421546,120.561415,"23.6421546, 120.561415",0809-099-002,24小時營運,古坑鄉重要MOOVO租借點，位於古坑鄉公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,機關醫療","https://www.google.com/maps/search/?api=1&query=23.6421546,120.561415",,雲林縣古坑鄉立圖書館
MOOVO-YL-123,MOOVO自行車租借站,觀光休閒,劍湖山世界主題樂園(山腳接駁),古坑鄉,光興路劍湖山山腳接駁處,23.6158352,120.5795803,"23.6158352, 120.5795803",0809-099-002,24小時營運,古坑鄉重要MOOVO租借點，位於劍湖山世界主題樂園(山腳接駁)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,古坑鄉,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.6158352,120.5795803",,劍湖山世界主題樂園
711-YL-998080,7-ELEVEN,便利商店,7-ELEVEN 七崁門市,西螺鎮,雲林縣西螺鎮建興路163號1樓,23.7983714,120.4590626,"23.7983714, 120.4590626",(05)5878541,24H,7-ELEVEN 七崁門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 霜淇淋, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7983714,120.4590626",,7-ELEVEN 七崁門市
711-YL-249153,7-ELEVEN,便利商店,7-ELEVEN 二崙門市,二崙鄉,雲林縣二崙鄉崙東村中山路一段269號,23.7702678,120.4135715,"23.7702678, 120.4135715",(05)5991711,24H,7-ELEVEN 二崙門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7702678,120.4135715",,7-ELEVEN 二崙門市
711-YL-229595,7-ELEVEN,便利商店,7-ELEVEN 三釗門市,虎尾鎮,雲林縣虎尾鎮中興里中興163之1號,23.7240246,120.4551262,"23.7240246, 120.4551262",(05)6225343,24H,7-ELEVEN 三釗門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7240246,120.4551262",,7-ELEVEN 三釗門市
711-YL-266077,7-ELEVEN,便利商店,7-ELEVEN 三勝門市,麥寮鄉,雲林縣麥寮鄉仁德西路一段37號,23.7970185,120.2648322,"23.7970185, 120.2648322",(05)6915771,24H,7-ELEVEN 三勝門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7970185,120.2648322",,7-ELEVEN 三勝門市
711-YL-206581,7-ELEVEN,便利商店,7-ELEVEN 上慶門市,斗六市,雲林縣斗六市漢口路190.192號,23.71258,120.5403269,"23.71258, 120.5403269",(05)5372911,24H,7-ELEVEN 上慶門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, Gogoro換電, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.71258,120.5403269",,7-ELEVEN 上慶門市
711-YL-980045,7-ELEVEN,便利商店,7-ELEVEN 于滿門市,斗南鎮,雲林縣斗南鎮延平路二段581號1樓,23.6701921,120.4760492,"23.6701921, 120.4760492",(05)5971920,24H,7-ELEVEN 于滿門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6701921,120.4760492",,1
711-YL-241333,7-ELEVEN,便利商店,7-ELEVEN 口湖門市,口湖鄉,雲林縣口湖鄉中正路一段222號,23.5847591,120.1825578,"23.5847591, 120.1825578",(05)7891871,24H,7-ELEVEN 口湖門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.5847591,120.1825578",,7-ELEVEN 口湖門市
711-YL-278634,7-ELEVEN,便利商店,7-ELEVEN 土庫中正門市,土庫鎮,雲林縣土庫鎮中正路201號之1,23.6783122,120.3918212,"23.6783122, 120.3918212",(05)6627926,24H,7-ELEVEN 土庫中正門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6783122,120.3918212",,7-ELEVEN 土庫中正門市
711-YL-261555,7-ELEVEN,便利商店,7-ELEVEN 大屯門市,虎尾鎮,雲林縣虎尾鎮西屯里大屯349號,23.7022721,120.3876972,"23.7022721, 120.3876972",(05)6652107,24H,7-ELEVEN 大屯門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7022721,120.3876972",,7-ELEVEN 大屯門市
711-YL-209579,7-ELEVEN,便利商店,7-ELEVEN 大北勢門市,斗六市,雲林縣斗六市長平路7-32號,23.7036879,120.5061716,"23.7036879, 120.5061716",(05)5374177,24H,7-ELEVEN 大北勢門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7036879,120.5061716",,7-ELEVEN 大北勢門市
711-YL-932437,7-ELEVEN,便利商店,7-ELEVEN 大美門市,莿桐鄉,雲林縣莿桐鄉大美村大美53號1樓,23.7375603,120.515338,"23.7375603, 120.515338",(05)5843730,24H,7-ELEVEN 大美門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7375603,120.515338",,7-ELEVEN 大美門市
711-YL-277022,7-ELEVEN,便利商店,7-ELEVEN 大茄苳門市,西螺鎮,雲林縣西螺鎮大新210之3號1樓,23.7910367,120.4880231,"23.7910367, 120.4880231",(05)5875560,06:00 ~ 23:59,7-ELEVEN 大茄苳門市，提供全天候補給、水廁與休憩服務。,"座位區, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7910367,120.4880231",,7-ELEVEN 大茄苳門市
711-YL-153951,7-ELEVEN,便利商店,7-ELEVEN 大埤門市,大埤鄉,雲林縣大埤鄉南和村6鄰民生路32號,23.6445461,120.4282506,"23.6445461, 120.4282506",(05)5911189,24H,7-ELEVEN 大埤門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, Gogoro換電, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6445461,120.4282506",,7-ELEVEN 大埤門市
711-YL-200398,7-ELEVEN,便利商店,7-ELEVEN 大琬門市,大埤鄉,雲林縣大埤鄉中正路19號,23.6452038,120.4324544,"23.6452038, 120.4324544",(05)5917505,06:00 ~ 23:59,7-ELEVEN 大琬門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6452038,120.4324544",,7-ELEVEN 大琬門市
711-YL-231613,7-ELEVEN,便利商店,7-ELEVEN 小東里門市,斗南鎮,雲林縣斗南鎮小東里大同路573號,23.6898851,120.4686725,"23.6898851, 120.4686725",(05)5974065,24H,7-ELEVEN 小東里門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6898851,120.4686725",,630雲林縣斗南鎮小東里大同路573號
711-YL-920478,7-ELEVEN,便利商店,7-ELEVEN 山好門市,斗六市,雲林縣斗六市崙峰里仁義路52號1樓,23.6908058,120.538651,"23.6908058, 120.538651",(05)5223195,24H,7-ELEVEN 山好門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6908058,120.538651",,1
711-YL-199142,7-ELEVEN,便利商店,7-ELEVEN 工專門市,虎尾鎮,雲林縣虎尾鎮中正路307號,23.7046242,120.4299814,"23.7046242, 120.4299814",(05)6333495,24H,7-ELEVEN 工專門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7046242,120.4299814",,7-ELEVEN 工專門市
711-YL-258755,7-ELEVEN,便利商店,7-ELEVEN 五條港門市,臺西鄉,雲林縣台西鄉五港路503號,23.7174562,120.2026493,"23.7174562, 120.2026493",(05)6980428,24H,7-ELEVEN 五條港門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7174562,120.2026493",,7-ELEVEN 五條港門市
711-YL-269102,7-ELEVEN,便利商店,7-ELEVEN 元西門市,元長鄉,雲林縣元長鄉元西路7-12號,23.6512211,120.3103663,"23.6512211, 120.3103663",(05)7889525,24H,7-ELEVEN 元西門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6512211,120.3103663",,7-ELEVEN 元西門市
711-YL-998116,7-ELEVEN,便利商店,7-ELEVEN 元東門市,元長鄉,雲林縣元長鄉下寮村東興路28號1樓,23.6186193,120.3343796,"23.6186193, 120.3343796",(05)7862645,24H,7-ELEVEN 元東門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6186193,120.3343796",,7-ELEVEN 元東門市
711-YL-263964,7-ELEVEN,便利商店,7-ELEVEN 元長門市,元長鄉,雲林縣元長鄉長南村7鄰中山路32號.32-2號1F,23.649679,120.3137647,"23.649679, 120.3137647",(05)7887853,24H,7-ELEVEN 元長門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.649679,120.3137647",,7-ELEVEN 元長門市
711-YL-263953,7-ELEVEN,便利商店,7-ELEVEN 元祖門市,元長鄉,雲林縣元長鄉中山路4-100號,23.6458458,120.3130465,"23.6458458, 120.3130465",(05)7889259,06:00 ~ 23:59,7-ELEVEN 元祖門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6458458,120.3130465",,7-ELEVEN 元祖門市
711-YL-896045,7-ELEVEN,便利商店,7-ELEVEN 斗六門市,斗六市,雲林縣斗六市大同路41號,23.7102782,120.5420572,"23.7102782, 120.5420572",(05)5347990,24H,7-ELEVEN 斗六門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7102782,120.5420572",,7-ELEVEN 斗六門市
711-YL-265292,7-ELEVEN,便利商店,7-ELEVEN 斗六正心門市,斗六市,雲林縣斗六市西平路362號,23.7159464,120.5303424,"23.7159464, 120.5303424",(05)5514845,06:00 ~ 23:59,7-ELEVEN 斗六正心門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, Gogoro換電, 思樂冰, 霜淇淋, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7159464,120.5303424",,7-ELEVEN 正心門市
711-YL-273662,7-ELEVEN,便利商店,7-ELEVEN 斗高門市,斗南鎮,雲林縣斗南鎮小東里17鄰大業路86號,23.6935413,120.4769908,"23.6935413, 120.4769908",(05)5951305,24H,7-ELEVEN 斗高門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6935413,120.4769908",,7-ELEVEN 斗高門市
711-YL-293297,7-ELEVEN,便利商店,7-ELEVEN 水林門市,水林鄉,雲林縣水林鄉水南村水林路157號159號,23.572348,120.2454591,"23.572348, 120.2454591",(05)7854085,24H,7-ELEVEN 水林門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.572348,120.2454591",,7-ELEVEN 水林門市
711-YL-110600,7-ELEVEN,便利商店,7-ELEVEN 冬念門市,虎尾鎮,雲林縣虎尾鎮埒內里林森路一段9鄰39號,23.7194,120.4432239,"23.7194, 120.4432239",(05)6227318,06:00 ~ 23:59,7-ELEVEN 冬念門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7194,120.4432239",,7-ELEVEN 冬念門市
711-YL-283027,7-ELEVEN,便利商店,7-ELEVEN 冬美門市,虎尾鎮,雲林縣虎尾鎮民權路2-3號,23.7086253,120.4370923,"23.7086253, 120.4370923",(05)6321664,24H,7-ELEVEN 冬美門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7086253,120.4370923",,7-ELEVEN 冬美門市
711-YL-968115,7-ELEVEN,便利商店,7-ELEVEN 北英門市,北港鎮,雲林縣北港鎮華勝里華勝路212號,23.5777867,120.2983324,"23.5777867, 120.2983324",(05)7826147,24H,7-ELEVEN 北英門市，提供全天候補給、水廁與休憩服務。,"座位區, 霜淇淋, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.5777867,120.2983324",,7-ELEVEN 北英門市
711-YL-850119,7-ELEVEN,便利商店,7-ELEVEN 北港門市,北港鎮,雲林縣北港鎮民主路106號,23.568823,120.301638,"23.568823, 120.301638",(05)7827717,24H,7-ELEVEN 北港門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.568823,120.301638",,7-ELEVEN 北港門市
711-YL-293079,7-ELEVEN,便利商店,7-ELEVEN 古坑水碓門市,古坑鄉,雲林縣古坑鄉水碓村水碓1之1號,23.6607576,120.5594943,"23.6607576, 120.5594943",(05)5828016,24H,7-ELEVEN 古坑水碓門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6607576,120.5594943",,7-ELEVEN 古坑水碓門市
711-YL-251868,7-ELEVEN,便利商店,7-ELEVEN 四湖門市,四湖鄉,雲林縣四湖鄉四湖村中山東路113號,23.6374352,120.2259039,"23.6374352, 120.2259039",(05)7875093,24H,7-ELEVEN 四湖門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.6374352,120.2259039",,7-ELEVEN 四湖門市
711-YL-873400,7-ELEVEN,便利商店,7-ELEVEN 民樂門市,北港鎮,雲林縣北港鎮華勝里28鄰民樂路39號,23.5737068,120.2975564,"23.5737068, 120.2975564",(05)7838949,24H,7-ELEVEN 民樂門市，提供全天候補給、水廁與休憩服務。,"座位區, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.5737068,120.2975564",,7-ELEVEN 民樂門市
711-YL-130202,7-ELEVEN,便利商店,7-ELEVEN 永昌門市,斗六市,雲林縣斗六市中山路269號,23.7028131,120.5388561,"23.7028131, 120.5388561",(05)5321369,24H,7-ELEVEN 永昌門市，提供全天候補給、水廁與休憩服務。,"洗手間, 座位區, 思樂冰, 霜淇淋, 精品咖啡, 行動電源","https://www.google.com/maps/search/?api=1&query=23.7028131,120.5388561",,7-ELEVEN 永昌門市
